"id","submitdate","lastpage","startlanguage","startdate","datestamp","Nummer","Systeem","StapApp[1_Aantal]","StapApp[2_Aantal]","StapApp[3_Aantal]","StapApp[4_Aantal]","StapApp[5_Aantal]","StapApp[6_Aantal]","StapApp[7_Aantal]","CommentApp[1]","CommentApp[2]","CommentApp[3]","CommentApp[4]","CommentApp[5]","CommentApp[6]","CommentApp[7]","StapOm[1_Aantal]","StapOm[1_Aer]","StapOm[1_Afs]","StapOm[1_Cal]","StapOm[2_Aantal]","StapOm[2_Aer]","StapOm[2_Afs]","StapOm[2_Cal]","StapOm[3_Aantal]","StapOm[3_Aer]","StapOm[3_Afs]","StapOm[3_Cal]","StapOm[4_Aantal]","StapOm[4_Aer]","StapOm[4_Afs]","StapOm[4_Cal]","StapOm[5_Aantal]","StapOm[5_Aer]","StapOm[5_Afs]","StapOm[5_Cal]","StapOm[6_Aantal]","StapOm[6_Aer]","StapOm[6_Afs]","StapOm[6_Cal]","StapOm[7_Aantal]","StapOm[7_Aer]","StapOm[7_Afs]","StapOm[7_Cal]","Dragen[1]","Dragen[2]","Dragen[3]","Dragen[4]","Dragen[5]","Dragen[6]","Dragen[7]","Reden[1]","Reden[2]","Reden[3]","Reden[4]","Reden[5]","Reden[6]","Reden[7]","Locatie[1]","Locatie[2]","Locatie[3]","Locatie[4]","Locatie[5]","Locatie[6]","Locatie[7]","DagZwa2","TijdZwa2[Uur]","TijdZwa2[Min]","DagMat2","TijdMat2[Uur]","TijdMat2[Min]","DagWan2","TijdWan2[Uur]","TijdWan2[Min]","IPAQTOT2","TijdZit2[Uur]","TijdZit2[Min]","interviewtime","groupTime186","NummerTime","groupTime187","SysteemTime","groupTime188","StapAppTime","CommentAppTime","StapOmTime","DragenTime","RedenTime","LocatieTime","groupTime189","DagZwa2Time","TijdZwa2Time","DagMat2Time","TijdMat2Time","DagWan2Time","TijdWan2Time","IPAQTOT2Time","TijdZit2Time"
"170","","2","nl","2019-10-17 13:49:36","2019-10-17 13:50:03","175.0000000000","Omron & app","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.39","5.56","","22.83","","","","","","","","","","","","","","","","",""
"171","2019-10-17 14:08:33","4","nl","2019-10-17 13:59:39","2019-10-17 14:08:33","138.0000000000","Omron & app","9842","4087","4647","1687","4975","3544","4145","","","","","Telefoon amper bij me gehad ivm werk","","","0","0","0","0","8657","0","6.7","251","1796","0","2.0","57","8704","0","6.7","47","4371","0","3.4","90","3261","0","2.5","49","2328","0","1.8","35","Nee","Ja","Nee","Ja","Ja","Weet niet","Ja","Compleet de hele opdracht vergeten","","Andere broek aangedaan en stappenteller niet overgezet","","","Deels vergete","","","","","","","","","2.0000000000","1.0000000000","0.0000000000","5.0000000000","0.0000000000","20.0000000000","6.0000000000","0.0000000000","30.0000000000","1954","8.0000000000","0.0000000000","455.65","5.58","","6.57","","374.97","","","","","","","68.53","","","","","","","",""
"172","2019-10-17 15:20:50","4","nl","2019-10-17 14:56:05","2019-10-17 15:20:50","7.0000000000","Omron & app","8434","5199","7128","11142","9211","7360","11866","","Hockeytraining","","","Hockeywedstrijd","","","5906","3401","7.6","186","4997","1320","6.4","56","6987","2389","7.4","92","8054","4678","7.8","223","7543","3784","6.1","201","6789","3458","7.1","112","9080","6098","4.6","289","Ja","Ja","Nee","Ja","Nee","Ja","Ja","","","Activiteit vanaf 5 tot laat niet meegenomen (kon niet)","","Niet mee naar hockeywedstrijd en erheen lopen en terug (met ov erheen)","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","2.0000000000","2.0000000000","","7.0000000000","4.0000000000","","7.0000000000","","50.0000000000","9795","9.0000000000","","1482.75","8.63","","7.83","","1358.2","","","","","","","108.09","","","","","","","",""
"173","2019-10-17 15:27:57","4","nl","2019-10-17 15:13:35","2019-10-17 15:27:57","160.0000000000","Omron & app","3032","2272","9329","971","2366","4122","10924","","","","","","","","3702","0","2.8","84","470","0","0.3","2","8289","0","6.3","237","1063","0","0.8","15","2513","2332","1.9","67","3196","0","2.4","82","9102","1332","7","247","Ja","Nee","Ja","Nee","Nee","Ja","Ja","","ik had rijexamen en was hem vergeten","","ik kreeg een blessure die dag en had hem toen afgedaan","ik heb hem alleen gedragen toen ik een stukje ging wandelen","","","broek","broek","broek","broek","jaszak","tas","tas","1.0000000000","","30.0000000000","3.0000000000","1.0000000000","0.0000000000","7.0000000000","","45.0000000000","1999.5","8.0000000000","","862.26","13.2","","5.81","","731.39","","","","","","","111.86","","","","","","","",""
"174","2019-10-17 16:07:09","4","nl","2019-10-17 16:02:12","2019-10-17 16:07:09","175.0000000000","Omron & app","8646","6151","10589","2203","1692","4947","8380","","","","","","","","8876","2657","6.7","246","3637","0","2.7","81","4508","0","3.4","96","1514","0","1.1","15","0","0","0","0","4016","0","3.0","86","8240","0","6.2","197","Ja","Ja","Ja","Weet niet","Nee","Ja","Ja","","","","Deels vergeten","Vergeten","","","Broekrand","Broekrand","Broekrand","Broekrand","Niet","Broekrand","Broekrand","0.0000000000","","","5.0000000000","1.0000000000","30.0000000000","1.0000000000","0.0000000000","30.0000000000","NAN","10.0000000000","0.0000000000","298.36","7.37","","6.04","","172.01","","","","","","","112.94","","","","","","","",""
"175","2019-10-17 16:47:16","4","nl","2019-10-17 16:30:46","2019-10-17 16:47:16","10.0000000000","Omron & app","0","0","0","0","0","7576","5552","niet gebruikt","niet gebruikt","niet gebruikt","niet gebruikt","niet gebruikt","","Niet gedragen tijdens training","9304","891","7410","339","1136","12","940","45","7600","673","6310","383","5368","652","4530","278","847","34","690","40","8703","886","7020","415","4292","920","29","162","Nee","Nee","Nee","Nee","Ja","Ja","Ja","Tas niet bij","Tas niet bij","Tas niet bij","Tas niet bij","","","","zijvak tas","zijvak tas","zijvak tas","zijvak tas","zijvak tas","zijvak tas","zijvak tas","4.0000000000","20.0000000000","","0.0000000000","","","3.0000000000","1.0000000000","","NAN","4.0000000000","","990.16","12.96","","5.7","","893.64","","","","","","","77.86","","","","","","","",""
"176","","3","nl","2019-10-17 17:24:58","2019-10-17 17:33:09","159.0000000000","Omron & app","4150","546","2464","1562","1774","2982","4981","","Werk, mobiel niet gebruikt","","Werk, mobiel niet gebruikt","","","","5232","0","4.1","182","6501","0","5.3","51","5430","0","4.4","212","7242","0","5.9","38","3829","2522","3.1","167","4708","0","3.8","123","6755","0","5.5","258","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","riem","riem","riem","riem","riem","riem","riem","","","","","","","","","","NAN","","","491.86","5.65","","207.69","","278.52","","","","","","","","","","","","","","",""
"177","2019-10-17 17:58:30","4","nl","2019-10-17 17:51:53","2019-10-17 17:58:30","68.0000000000","Omron & app","8799","5585","6599","1547","6072","6453","10722","Telefoon niet de hele tijd op zak","Telefoon niet de hele tijd op zak","Telefoon niet de hele tijd op zak","Telefoon niet de hele tijd op zak","Telefoon niet de hele tijd op zak","Telefoon niet de hele tijd op zak","Telefoon niet de hele tijd op zak","11508","0","8.0","250","7006","0","4.9","171","7155","0","5.0","159","4667","0","3.2","25","8076","1820","5.6","197","7567","0","5.2","190","11250","4985","7.8","329","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","1.0000000000","1.0000000000","","6.0000000000","","40.0000000000","3.0000000000","","20.0000000000","1638","","12.0000000000","397.89","16.08","","7.08","","246.02","","","","","","","128.71","","","","","","","",""
"178","2019-10-17 19:15:40","4","nl","2019-10-17 19:08:50","2019-10-17 19:15:40","17.0000000000","Omron & app","4401","4268","4316","1370","6992","5187","4376","","","","","","","","5012","0","3.7","93","6055","0","4.5","84","4610","0","3.4","77","1609","0","1.2","6","7152","5234","5.3","136","4187","0","3.1","54","5117","0","3.8","67","Ja","Ja","Ja","Nee","Ja","Ja","Ja","","","","Ik werd laat wakker en ben toen vergeten de stappenteller direct om te doen","","","","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","2.0000000000","1.0000000000","","5.0000000000","","15.0000000000","1.0000000000","1.0000000000","","1458","9.0000000000","","411.21","55.14","","7.43","","247.89","","","","","","","100.75","","","","","","","",""
"179","2019-10-17 20:41:34","4","nl","2019-10-17 20:24:56","2019-10-17 20:41:34","78.0000000000","Omron & app","6736","1096","7688","7356","8045","7773","9529","","","","","","","","5325","0","3.7","124","9080","3356","6.3","273","6591","1101","4.6","163","7092","3253","4.9","181","9095","0","6.3","211.68","7163","0","5.0","168","8923","0","6.2","208.32","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","4.0000000000","1.0000000000","30.0000000000","7.0000000000","","30.0000000000","7.0000000000","","30.0000000000","4413","6.0000000000","","1000.36","139.66","","5.47","","781.46","","","","","","","73.77","","","","","","","",""
"180","2019-10-17 20:34:39","4","nl","2019-10-17 20:27:51","2019-10-17 20:34:39","105.0000000000","Omron & app","12984","4757","5611","4295","7947","6497","6596","Feest van de Studievereniging","","","","","","","12158","0","9700","344","4690","0","3700","74","5611","0","2400","52","4295","0","2700","72","7947","0","3200","93","6497","0","5900","159","6596","0","2900","98","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","broekrand","1.0000000000","3.0000000000","30.0000000000","0.0000000000","","","3.0000000000","1.0000000000","","NAN","10.0000000000","","409.66","6.45","","4.07","","287.19","","","","","","","111.95","","","","","","","",""
"181","2019-10-17 21:01:53","4","nl","2019-10-17 20:44:41","2019-10-17 21:01:53","9.0000000000","Omron & app","4173","5949","3003","3699","17582","5727","18154","","","","","","","","4094","0","2.6","108","5949","5774","3.6","148","2808","1000","1.7","62","1454","0","0.9","35","17456","15984","11.1","573","4546","0","2.9","93","16316","10284","10.4","453","Ja","Ja","Ja","Nee","Ja","Ja","Ja","","","","Het regende best wel hard, dus ik wilde niet dat de Omron buiten kapot zou gaan.","","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","1.0000000000","0.0000000000","30.0000000000","4.0000000000","0.0000000000","15.0000000000","4.0000000000","0.0000000000","20.0000000000","744","10.0000000000","","1033.29","7.07","","6.32","","378.97","","","","","","","640.93","","","","","","","",""
"182","","2","nl","2019-10-17 21:06:13","2019-10-17 21:06:43","190.0000000000","Omron & app","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.09","22.73","","8.36","","","","","","","","","","","","","","","","",""
"183","2019-10-17 21:42:45","4","nl","2019-10-17 21:36:33","2019-10-17 21:42:45","178.0000000000","Omron & app","7774","17231","4720","8196","6628","9875","4972","","","","","","","","6604","0","4.8","110","12456","0","12.7","393","6525","0","3.4","104","9859","1114","7.2","224","4724","1338","3.4","94","7497","0","8.2","254","5483","0","3.7","126","Ja","Ja","Ja","Ja","Ja","Nee","Nee","","","","","","Vergeten","Vergeten","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","Broekzak","2.0000000000","1.0000000000","0.0000000000","7.0000000000","1.0000000000","0.0000000000","4.0000000000","0.0000000000","30.0000000000","3036","4.0000000000","0.0000000000","370.7","21.99","","6.3","","255.28","","","","","","","87.13","","","","","","","",""
"184","2019-10-17 21:53:48","4","nl","2019-10-17 21:42:40","2019-10-17 21:53:48","190.0000000000","Omron & app","3325","4006","9976","6826","2977","10488","5552","","","Een deel van deze stappen zijn nog van donderdag nacht.","","","","","2700","0","2.2","50","6783","0","5.5","112","6411","0","5.2","177","6010","1122","4.9","136","2070","0","1.6","24","10056","4378","8.2","290","4553","0","3.7","138","Nee","Ja","Ja","Nee","Ja","Ja","Ja","Omron zat nog in jaszak, en die had ik in de auto laten liggen.","Had mijn pyjamabroek een groot gedeelte van de dag aan","","Had mijn pyjamabroek een groot gedeelte van de dag aan","Had mijn pyjamabroek een groot gedeelte van de dag aan","","","Riem","Riem","Riem","Riem","Riem","Riem","Riem","0.0000000000","","","2.0000000000","2.0000000000","30.0000000000","4.0000000000","0.0000000000","45.0000000000","NAN","10.0000000000","0.0000000000","669.55","3.92","","6.35","","547.38","","","","","","","111.9","","","","","","","",""
"185","2019-10-17 21:58:18","4","nl","2019-10-17 21:50:35","2019-10-17 21:58:18","79.0000000000","Omron & app","4735","6944","7282","2410","6003","5089","1046","","","","Hele dag gewerkt zonder telefoon","","","","4905","0","3.5","105","7660","0","5.5","139","5738","0","4.1","90","4692","0","3.3","42","6182","5180","4.4","261","4079","0","2.9","79","11572","5413","8.3","443","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","Broekzak","Riem","Broekzak","Riem","Riem","Riem","Riem","3.0000000000","1.0000000000","30.0000000000","5.0000000000","1.0000000000","","7.0000000000","1.0000000000","","4746","10.0000000000","","461.34","8.75","","5.99","","362.93","","","","","","","83.67","","","","","","","",""
"186","2019-10-17 22:25:55","4","nl","2019-10-17 22:21:07","2019-10-17 22:25:55","159.0000000000","Omron & app","4150","546","2464","1562","1774","2982","4981","","Werk, app niet gebruikt","","Werk, app niet gebruikt","","","","5232","0","4.1","182","6501","0","5.3","51","5430","0","4.4","212","7242","0","5.9","28","3829","2522","3.1","167","4708","0","3.8","123","6755","0","5.5","258","Ja","Nee","Ja","Ja","Ja","Ja","Ja","","Vergeten","","","","","","Riem","Riem","Riem","Riem","Riem","Riem","Riem","3.0000000000","1.0000000000","30.0000000000","6.0000000000","2.0000000000","0.0000000000","3.0000000000","2.0000000000","0.0000000000","6228","7.0000000000","0.0000000000","289.89","5.32","","4.23","","184.54","","","","","","","95.8","","","","","","","",""
"187","2019-10-17 23:12:44","4","nl","2019-10-17 23:00:17","2019-10-17 23:12:44","170.0000000000","Omron & app","4656","4416","2247","4305","984","3268","5862","","","","","Was hele week ziek dus heel weinig gelopen","","","4000","0","3.1","80","1548","0","0.3","1","1800","0","0.4","1","4149","0","3.4","85","1980","0","0.5","2","2973","0","2.4","53","4989","0","4.1","100","Weet niet","Nee","Weet niet","Ja","Ja","Weet niet","Weet niet","","ging nog niet automatisch om mee te nemen dis verg","niet omgehad bij sporten","","","Niet omgehad bij sporten","Niet omgehad bij sporten","broek","shirt","Shirt","Shirt","Shirt","Shirt","Shirt","4.0000000000","1.0000000000","30.0000000000","5.0000000000","0.0000000000","30.0000000000","3.0000000000","0.0000000000","10.0000000000","3579","3.0000000000","0.0000000000","748.66","7.61","","8.57","","628.65","","","","","","","103.83","","","","","","","",""
"188","","","nl","2019-10-18 06:26:37","2019-10-18 06:26:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"189","2019-10-18 08:06:25","4","nl","2019-10-18 08:00:02","2019-10-18 08:06:25","14.0000000000","Omron & app","12381","7928","19220","9225","8643","3771","7104","Gehockeyed. Niet mijn telefoon wel mijn stappenteller","Telefoon staat op 00:00 en de stappenteller om 03:00. Aangezien ik op stap was tot 3 uur komt dit niet overeen.","Telefoon staat op 00:00 en de stappenteller om 03:00. Aangezien ik op stap was tot 3 uur komt dit niet overeen.","","Gehockeyed. Niet mijn telefooon, wel stappenteller","","","17107","5106","13","630","10586","2272","8","292","11085","0","8","279","6768","0","5","165","16327","4770","12","633","3273","0","3","57","7038","976","5","158","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","Broekrand","Broekrand","Broekrand","Broekrand","Broekrand","Broekrand","Broekrand","3.0000000000","1.0000000000","30.0000000000","7.0000000000","","30.0000000000","5.0000000000","","30.0000000000","3495","6.0000000000","","383.59","6.39","","5.63","","289.41","","","","","","","82.16","","","","","","","",""
"190","","0","nl","2019-10-18 09:44:38","2019-10-18 09:45:57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.75","79.75","","","","","","","","","","","","","","","","","","",""
"191","2019-10-18 09:56:37","4","nl","2019-10-18 09:44:39","2019-10-18 09:56:37","162.0000000000","Omron & app","4878","6979","7176","9174","5320","7911","11867","","","","","","","","5002","0","3.7","86","5788","0","4.3","100","6586","0","4.9","114","9510","0","7.1","140","5225","4357","3.9","277","6865","921","5.1","114","9934","1136","7.4","206","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekrand","broekrand","broekzak","broekzak","broekrand","broekrand","broekrand","2.0000000000","1.0000000000","","7.0000000000","1.0000000000","","3.0000000000","","30.0000000000","2937","6.0000000000","30.0000000000","719.41","6.72","","42.51","","580.9","","","","","","","89.28","","","","","","","",""
"192","2019-10-18 10:36:45","4","nl","2019-10-18 10:27:47","2019-10-18 10:36:45","130.0000000000","Omron & app","6266","9226","4591","43","8216","8204","3892","","","","","","","","9061","1127","6.1","180","9820","5952","6.6","222","5146","1271","3.4","105","410","0","02","0","8697","4132","5.9","128","8815","5735","5.9","196","4391","0","2.9","73","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekrand","broekrand","broekrand","broekzak","broekrand","broekrand","broekrand","3.0000000000","2.0000000000","","5.0000000000","1.5000000000","","1.0000000000","4.0000000000","","5472","5.0000000000","","539.82","5.81","","6.2","","468.04","","","","","","","59.77","","","","","","","",""
"193","2019-10-18 11:39:02","4","nl","2019-10-18 11:14:30","2019-10-18 11:39:02","158.0000000000","Omron & app","10065","7212","9569","4377","1386","4613","5472","","","op het werk niet gedragen","","","","","9485","0","8.1","232","6179","0","5.3","125","11517","2566","9.9","230","5007","0","4.3","37","935","0","0.8","1","4334","0","3.7","89","4807","0","4.1","103","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","4.0000000000","1.0000000000","30.0000000000","4.0000000000","0.0000000000","20.0000000000","3.0000000000","0.0000000000","20.0000000000","3398","8.0000000000","0.0000000000","1472.49","13.55","","7.3","","207.88","","","","","","","1243.76","","","","","","","",""
"196","2019-10-18 14:21:52","4","nl","2019-10-18 13:44:46","2019-10-18 14:21:52","93.0000000000","Omron & app","8615","5368","9535","11165","6797","10651","17300","/","Hockeytraining","/","/","Hockeywedstrijd","/","Hockeytraining","6290","2739","7.4","127","4786","1524","4.1","78","6892","3798","6.3","203","10372","7255","7.8","301","5937","3425","6.1","189","8936","6093","7.6","245","14039","9673","9.2","378","Ja","Ja","Ja","Nee","Ja","Ja","Nee","","","","Prive omstandigheden (nare familiegebeurtenis)","","","Perongeluk thuis laten liggen","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","3.0000000000","2.0000000000","0.0000000000","7.0000000000","0.0000000000","30.0000000000","4.0000000000","0.0000000000","15.0000000000","3918","5.0000000000","0.0000000000","2227.79","4.69","","4.05","","2090.08","","","","","","","128.97","","","","","","","",""
"195","2019-10-18 13:39:53","4","nl","2019-10-18 13:33:55","2019-10-18 13:39:53","101.0000000000","Omron & app","10624","6451","9984","1293","3634","5851","9066","","","","Niet de hele dag bij me gehad","","","","8260","2034","8","169","6451","1320","4.8","102","9015","2180","7.5","159","10312","5012","9.5","175","3412","403","2.7","58","4956","4965","4.3","94","7935","7935","6.8","145","Ja","Ja","Ja","Weet niet","Weet niet","Ja","Ja","","","","","","","","","","","","","","","5.0000000000","1.0000000000","","4.0000000000","0.0000000000","30.0000000000","7.0000000000","0.0000000000","20.0000000000","3342","5.0000000000","0.0000000000","359.68","12.71","","4.61","","271.64","","","","","","","70.72","","","","","","","",""
"197","2019-10-18 15:33:31","4","nl","2019-10-18 15:28:07","2019-10-18 15:33:31","182.0000000000","Omron & app","14205","6895","10096","19604","4346","5593","18038","-","-","-","uit gegaan","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Nee","Nee","Nee","Nee","Nee","Nee","Nee","kapot","kapot","kapot","kapot","kapot","kapot","kapot","-","-","-","-","-","-","-","0.0000000000","","","2.0000000000","2.0000000000","","5.0000000000","","30.0000000000","NAN","8.0000000000","","325.02","39.36","","6.17","","240.76","","","","","","","38.73","","","","","","","",""
"198","2019-10-18 16:25:39","4","nl","2019-10-18 16:09:49","2019-10-18 16:25:39","153.0000000000","Omron & app","7279","4268","5796","2012","915","2223","2920","","","","","","","","11487","1144","9.6","340","9963","3368","8.3","245","11537","0","9.6","243","5215","0","4.3","112","1668","0","1.1","4","5928","0","4.9","110","3711","0","3.1","59","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","2.0000000000","","","7.0000000000","","","4.0000000000","","","0","4.0000000000","30.0000000000","951.14","9.03","","13","","819.9","","","","","","","109.21","","","","","","","",""
"199","2019-10-18 17:50:37","4","nl","2019-10-18 17:27:24","2019-10-18 17:50:37","151.0000000000","Omron & app","8591","8305","5743","12376","11576","6773","7256","","","","","","","","5925","849","4200","66","11048","3387","10100","227","3191","0","2300","31","17565","7694","12800","283","4688","1618","3400","54","1689","0","1200","6","7256","0","4400","95","Nee","Ja","Ja","Ja","Nee","Nee","Nee","Om 18.00u heb ik de stappenteller afgedaan om te gaan hardlopen en vervolgens heb ik niet opnieuw bevestigd.","","","","s Avonds heb ik het apparaat afgedaan, omdat ik mij niet lekker voelde en naar bed ging.","Ik was ziek en dacht dat het niet veel zou toevoegen wanneer ik de stappenteller in bed zou dragen.","Ik was ziek en dacht dat het niet veel zou toevoegen wanneer ik de stappenteller in bed zou dragen.","broekrand","broekrand en sok","broekrand","broekrand en sok","broekzak","broekzak","broekrand","3.0000000000","2.0000000000","","5.0000000000","","50.0000000000","5.0000000000","","","3880","","","1393.46","6.01","","9.94","","1156.93","","","","","","","220.58","","","","","","","",""
"200","2019-10-18 18:04:42","4","nl","2019-10-18 17:55:09","2019-10-18 18:04:42","164.0000000000","Omron & app","8138","4893","11804","12253","5694","11187","14587","","","","stappenteller ontbreekt ","'","'","'","8002","4039","4.5","396","4500","2250","8.3","402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Weet niet","Ja","Nee","Nee","Nee","Nee","Nee","","","omron gestolen","'","'","'","'","","broekzak","broekzak","'","'","'","'","5.0000000000","2.0000000000","20.0000000000","2.0000000000","2.0000000000","0.0000000000","2.0000000000","2.0000000000","","7352","4.0000000000","","574.66","13.59","","5.5","","440.97","","","","","","","114.6","","","","","","","",""
"201","","2","nl","2019-10-22 17:15:34","2019-10-22 17:15:44","74.0000000000","Omron & app","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.51","6.22","","4.29","","","","","","","","","","","","","","","","",""
"202","2019-10-22 18:48:05","4","nl","2019-10-22 18:42:04","2019-10-22 18:48:05","74.0000000000","Omron & app","6953","6723","6353","8398","6795","10582","7722","","","","","","","","6717","0","4.9","185","6390","1178","4.7","185","6019","0","4.4","185","8323","4303","6.1","246","6941","2883","5.1","207","10717","4478","7.9","330","7189","2040","5.3","214","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","broekzak","0.0000000000","","","0.0000000000","","","3.0000000000","0.0000000000","20.0000000000","NAN","8.0000000000","0.0000000000","360.72","4.1","","3.23","","262.75","","","","","","","90.64","","","","","","","",""
"203","2019-10-23 09:44:02","4","nl","2019-10-23 09:35:46","2019-10-23 09:44:02","46.0000000000","Omron","","","","","","","","","","","","","","","6605","0","4.7","233","7647","0","5.5","232","3817","0","2.7","73","4595","0","3.3","34","3210","0","2.3","71","5187","0","3.7","164","6235","0","4.4","190","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","","","","","","","riem","riem","riem","riem","riem","riem","riem","0.0000000000","","","7.0000000000","0.0000000000","30.0000000000","5.0000000000","1.0000000000","30.0000000000","NAN","5.0000000000","","496.98","160.41","","8.78","","199.08","","","","","","","128.71","","","","","","","",""
"204","2019-10-23 09:42:14","4","nl","2019-10-23 09:36:04","2019-10-23 09:42:14","185.0000000000","Omron & app","15366","75501","8963","3270","9646","4556","6822","","Deze avond ging ik uit, dus een deel van de stappen van die dag zijn na 12 uur gezet en horen dus bij vrijdag ","","","","","","15082","5053","12","474","14061","0","11.2","269","5166","0","4.1","97","3351","983","2.6","20","8459","0","6.7","116","5734","0","4.5","103","0","0","0","0","Ja","Ja","Ja","Ja","Ja","Ja","Nee","","","","","","","Ik ben m vergeten om te doen s ochtends ","broekrand","broekzak","broekzak","broekzak","broekzak","broekzak","","3.0000000000","1.0000000000","30.0000000000","7.0000000000","","30.0000000000","3.0000000000","","15.0000000000","3148.5","5.0000000000","","368.53","63.14","","7.62","","239.75","","","","","","","58.02","","","","","","","",""

